in s,C1 in V
9.839400E-05,9.91113E+00
9.844000E-05,9.95996E+00
9.848600E-05,9.95996E+00
9.853200E-05,9.76465E+00
9.857800E-05,9.95996E+00
9.862400E-05,1.00088E+01
9.867000E-05,9.91113E+00
9.871600E-05,9.91113E+00
9.876200E-05,9.86230E+00
9.880800E-05,9.95996E+00
9.885400E-05,9.91113E+00
9.890000E-05,9.91113E+00
9.894600E-05,9.91113E+00
9.899200E-05,9.95996E+00
9.903800E-05,9.86230E+00
9.908400E-05,9.95996E+00
9.913000E-05,9.86230E+00
9.917600E-05,9.91113E+00
9.922200E-05,9.81348E+00
9.926800E-05,9.71582E+00
9.931400E-05,1.00576E+01
9.936000E-05,1.00088E+01
9.940600E-05,9.95996E+00
9.945200E-05,1.00576E+01
9.949800E-05,9.95996E+00
9.954400E-05,9.91113E+00
9.959000E-05,1.00088E+01
9.963600E-05,1.00088E+01
9.968200E-05,9.91113E+00
9.972800E-05,9.81348E+00
9.977400E-05,9.95996E+00
9.982000E-05,1.00088E+01
9.986600E-05,9.86230E+00
9.991200E-05,1.00088E+01
9.995800E-05,9.86230E+00
1.000040E-04,1.00088E+01
1.000500E-04,1.00576E+01
1.000960E-04,1.00576E+01
1.001420E-04,9.91113E+00
1.001880E-04,9.95996E+00
1.002340E-04,9.95996E+00
1.002800E-04,9.81348E+00
1.003260E-04,9.91113E+00
1.003720E-04,9.95996E+00
1.004180E-04,9.86230E+00
1.004640E-04,1.00088E+01
1.005100E-04,9.95996E+00
1.005560E-04,9.95996E+00
1.006020E-04,1.00576E+01
1.006480E-04,9.91113E+00
1.006940E-04,9.86230E+00
1.007400E-04,9.91113E+00
1.007860E-04,9.91113E+00
1.008320E-04,1.00576E+01
1.008780E-04,9.91113E+00
1.009240E-04,9.95996E+00
1.009700E-04,9.91113E+00
1.010160E-04,1.00088E+01
1.010620E-04,9.95996E+00
1.011080E-04,9.91113E+00
1.011540E-04,9.86230E+00
1.012000E-04,1.00088E+01
1.012460E-04,1.00088E+01
1.012920E-04,1.00576E+01
1.013380E-04,9.95996E+00
1.013840E-04,1.01064E+01
1.014300E-04,9.81348E+00
1.014760E-04,9.86230E+00
1.015220E-04,9.91113E+00
1.015680E-04,9.76465E+00
1.016140E-04,9.91113E+00
1.016600E-04,9.95996E+00
1.017060E-04,1.00576E+01
1.017520E-04,9.95996E+00
1.017980E-04,9.86230E+00
1.018440E-04,9.86230E+00
1.018900E-04,9.95996E+00
1.019360E-04,9.95996E+00
1.019820E-04,1.00088E+01
1.020280E-04,9.95996E+00
1.020740E-04,9.95996E+00
1.021200E-04,9.91113E+00
1.021660E-04,9.81348E+00
1.022120E-04,9.91113E+00
1.022580E-04,9.95996E+00
1.023040E-04,1.00088E+01
1.023500E-04,9.95996E+00
1.023960E-04,1.00576E+01
1.024420E-04,1.01064E+01
1.024880E-04,9.95996E+00
1.025340E-04,9.95996E+00
1.025800E-04,9.95996E+00
1.026260E-04,9.95996E+00
1.026720E-04,1.00088E+01
1.027180E-04,1.00088E+01
1.027640E-04,9.95996E+00
1.028100E-04,1.00088E+01
1.028560E-04,1.00088E+01
1.029020E-04,1.00576E+01
1.029480E-04,9.95996E+00
1.029940E-04,9.95996E+00
1.030400E-04,9.95996E+00
1.030860E-04,1.01064E+01
1.031320E-04,1.00088E+01
1.031780E-04,9.95996E+00
1.032240E-04,9.81348E+00
1.032700E-04,9.95996E+00
1.033160E-04,9.95996E+00
1.033620E-04,9.91113E+00
1.034080E-04,9.95996E+00
1.034540E-04,9.95996E+00
1.035000E-04,9.95996E+00
1.035460E-04,9.95996E+00
1.035920E-04,9.95996E+00
1.036380E-04,9.81348E+00
1.036840E-04,9.91113E+00
1.037300E-04,9.95996E+00
1.037760E-04,9.91113E+00
1.038220E-04,9.95996E+00
1.038680E-04,1.00088E+01
1.039140E-04,1.00576E+01
1.039600E-04,9.95996E+00
1.040060E-04,9.95996E+00
1.040520E-04,9.86230E+00
1.040980E-04,9.81348E+00
1.041440E-04,9.91113E+00
1.041900E-04,1.00576E+01
1.042360E-04,9.95996E+00
1.042820E-04,9.91113E+00
1.043280E-04,9.86230E+00
1.043740E-04,1.00088E+01
1.044200E-04,9.91113E+00
1.044660E-04,9.91113E+00
1.045120E-04,9.95996E+00
1.045580E-04,9.86230E+00
1.046040E-04,9.91113E+00
1.046500E-04,1.00576E+01
1.046960E-04,1.00576E+01
1.047420E-04,9.81348E+00
1.047880E-04,9.91113E+00
1.048340E-04,9.95996E+00
1.048800E-04,1.00576E+01
1.049260E-04,9.86230E+00
1.049720E-04,9.95996E+00
1.050180E-04,9.91113E+00
1.050640E-04,9.81348E+00
1.051100E-04,9.91113E+00
1.051560E-04,9.81348E+00
1.052020E-04,1.00088E+01
1.052480E-04,9.95996E+00
1.052940E-04,9.95996E+00
1.053400E-04,9.91113E+00
1.053860E-04,1.00088E+01
1.054320E-04,9.95996E+00
1.054780E-04,9.91113E+00
1.055240E-04,9.95996E+00
1.055700E-04,9.91113E+00
1.056160E-04,9.95996E+00
1.056620E-04,1.00088E+01
1.057080E-04,9.95996E+00
1.057540E-04,1.01064E+01
1.058000E-04,9.81348E+00
1.058460E-04,9.81348E+00
1.058920E-04,9.76465E+00
1.059380E-04,9.95996E+00
1.059840E-04,1.00576E+01
1.060300E-04,9.91113E+00
1.060760E-04,9.91113E+00
1.061220E-04,9.95996E+00
1.061680E-04,1.00576E+01
1.062140E-04,9.91113E+00
1.062600E-04,9.95996E+00
1.063060E-04,1.00088E+01
1.063520E-04,9.95996E+00
1.063980E-04,9.86230E+00
1.064440E-04,9.86230E+00
1.064900E-04,9.86230E+00
1.065360E-04,1.01064E+01
1.065820E-04,9.81348E+00
1.066280E-04,1.00088E+01
1.066740E-04,9.86230E+00
1.067200E-04,9.91113E+00
1.067660E-04,9.91113E+00
1.068120E-04,1.00088E+01
1.068580E-04,1.00088E+01
1.069040E-04,1.00576E+01
1.069500E-04,9.95996E+00
1.069960E-04,9.95996E+00
1.070420E-04,9.86230E+00
1.070880E-04,9.91113E+00
1.071340E-04,9.95996E+00
1.071800E-04,9.91113E+00
1.072260E-04,1.00088E+01
1.072720E-04,9.95996E+00
1.073180E-04,9.86230E+00
1.073640E-04,9.76465E+00
1.074100E-04,9.91113E+00
1.074560E-04,1.01064E+01
1.075020E-04,9.91113E+00
1.075480E-04,9.91113E+00
1.075940E-04,9.91113E+00
1.076400E-04,9.95996E+00
1.076860E-04,9.91113E+00
1.077320E-04,9.81348E+00
1.077780E-04,9.91113E+00
1.078240E-04,9.81348E+00
1.078700E-04,9.91113E+00
1.079160E-04,9.95996E+00
1.079620E-04,9.95996E+00
1.080080E-04,9.86230E+00
1.080540E-04,9.86230E+00
1.081000E-04,9.91113E+00
1.081460E-04,9.81348E+00
1.081920E-04,1.00088E+01
1.082380E-04,9.86230E+00
1.082840E-04,9.95996E+00
1.083300E-04,1.00088E+01
1.083760E-04,9.91113E+00
1.084220E-04,1.00088E+01
1.084680E-04,9.95996E+00
1.085140E-04,9.91113E+00
1.085600E-04,9.86230E+00
1.086060E-04,9.86230E+00
1.086520E-04,9.91113E+00
1.086980E-04,9.91113E+00
1.087440E-04,9.86230E+00
1.087900E-04,9.81348E+00
1.088360E-04,9.95996E+00
1.088820E-04,1.00576E+01
1.089280E-04,9.95996E+00
1.089740E-04,9.81348E+00
1.090200E-04,9.81348E+00
1.090660E-04,9.95996E+00
1.091120E-04,1.01064E+01
1.091580E-04,9.95996E+00
1.092040E-04,1.01064E+01
1.092500E-04,9.91113E+00
1.092960E-04,1.00576E+01
1.093420E-04,9.91113E+00
1.093880E-04,1.00088E+01
1.094340E-04,9.95996E+00
1.094800E-04,9.91113E+00
1.095260E-04,9.81348E+00
1.095720E-04,9.86230E+00
1.096180E-04,9.91113E+00
1.096640E-04,9.95996E+00
1.097100E-04,9.76465E+00
1.097560E-04,1.00088E+01
1.098020E-04,9.95996E+00
1.098480E-04,9.91113E+00
1.098940E-04,9.86230E+00
1.099400E-04,9.86230E+00
1.099860E-04,9.91113E+00
1.100320E-04,1.00576E+01
1.100780E-04,9.95996E+00
1.101240E-04,9.95996E+00
1.101700E-04,1.01064E+01
1.102160E-04,9.86230E+00
1.102620E-04,9.76465E+00
1.103080E-04,9.95996E+00
1.103540E-04,9.95996E+00
1.104000E-04,9.86230E+00
1.104460E-04,9.91113E+00
1.104920E-04,1.01064E+01
1.105380E-04,9.95996E+00
1.105840E-04,9.71582E+00
1.106300E-04,9.86230E+00
1.106760E-04,9.95996E+00
1.107220E-04,9.86230E+00
1.107680E-04,1.00576E+01
1.108140E-04,9.91113E+00
1.108600E-04,9.95996E+00
1.109060E-04,9.95996E+00
1.109520E-04,9.86230E+00
1.109980E-04,1.00088E+01
1.110440E-04,1.00088E+01
1.110900E-04,1.00088E+01
1.111360E-04,1.00088E+01
1.111820E-04,9.91113E+00
1.112280E-04,1.00088E+01
1.112740E-04,1.00576E+01
1.113200E-04,9.95996E+00
1.113660E-04,9.95996E+00
1.114120E-04,9.91113E+00
1.114580E-04,9.91113E+00
1.115040E-04,1.00576E+01
1.115500E-04,9.86230E+00
1.115960E-04,9.95996E+00
1.116420E-04,9.86230E+00
1.116880E-04,9.95996E+00
1.117340E-04,9.76465E+00
1.117800E-04,1.00576E+01
1.118260E-04,9.95996E+00
1.118720E-04,1.00088E+01
1.119180E-04,9.95996E+00
1.119640E-04,9.95996E+00
1.120100E-04,9.91113E+00
1.120560E-04,9.86230E+00
1.121020E-04,9.91113E+00
1.121480E-04,1.00088E+01
1.121940E-04,1.01064E+01
1.122400E-04,9.95996E+00
1.122860E-04,9.86230E+00
1.123320E-04,9.91113E+00
1.123780E-04,1.00088E+01
1.124240E-04,9.91113E+00
1.124700E-04,9.95996E+00
1.125160E-04,9.91113E+00
1.125620E-04,9.81348E+00
1.126080E-04,9.95996E+00
1.126540E-04,9.95996E+00
1.127000E-04,9.91113E+00
1.127460E-04,9.91113E+00
1.127920E-04,1.00576E+01
1.128380E-04,9.86230E+00
1.128840E-04,9.95996E+00
1.129300E-04,1.00576E+01
1.129760E-04,9.95996E+00
1.130220E-04,9.95996E+00
1.130680E-04,9.95996E+00
1.131140E-04,9.95996E+00
1.131600E-04,9.91113E+00
1.132060E-04,9.81348E+00
1.132520E-04,9.91113E+00
1.132980E-04,9.91113E+00
1.133440E-04,9.95996E+00
1.133900E-04,9.95996E+00
1.134360E-04,9.95996E+00
1.134820E-04,1.00088E+01
1.135280E-04,9.95996E+00
1.135740E-04,9.91113E+00
1.136200E-04,9.91113E+00
1.136660E-04,9.91113E+00
1.137120E-04,9.95996E+00
1.137580E-04,1.00576E+01
1.138040E-04,9.91113E+00
1.138500E-04,9.91113E+00
1.138960E-04,9.91113E+00
1.139420E-04,9.95996E+00
1.139880E-04,9.95996E+00
1.140340E-04,9.91113E+00
1.140800E-04,9.95996E+00
1.141260E-04,1.00576E+01
1.141720E-04,1.00576E+01
1.142180E-04,9.86230E+00
1.142640E-04,9.91113E+00
1.143100E-04,9.95996E+00
1.143560E-04,9.95996E+00
1.144020E-04,9.91113E+00
1.144480E-04,1.00576E+01
1.144940E-04,9.86230E+00
1.145400E-04,9.91113E+00
1.145860E-04,9.95996E+00
1.146320E-04,1.00576E+01
1.146780E-04,9.91113E+00
1.147240E-04,9.86230E+00
1.147700E-04,9.91113E+00
1.148160E-04,1.00088E+01
1.148620E-04,9.86230E+00
1.149080E-04,9.81348E+00
1.149540E-04,9.95996E+00
1.150000E-04,1.00576E+01
1.150460E-04,1.00088E+01
1.150920E-04,9.95996E+00
1.151380E-04,9.91113E+00
1.151840E-04,9.95996E+00
1.152300E-04,9.91113E+00
1.152760E-04,9.95996E+00
1.153220E-04,1.00576E+01
1.153680E-04,9.91113E+00
1.154140E-04,9.86230E+00
1.154600E-04,9.91113E+00
1.155060E-04,1.00088E+01
1.155520E-04,9.95996E+00
1.155980E-04,9.95996E+00
1.156440E-04,1.00088E+01
1.156900E-04,9.95996E+00
1.157360E-04,1.00088E+01
1.157820E-04,9.95996E+00
1.158280E-04,9.91113E+00
1.158740E-04,9.95996E+00
1.159200E-04,9.91113E+00
1.159660E-04,1.00088E+01
1.160120E-04,9.95996E+00
1.160580E-04,9.91113E+00
1.161040E-04,1.00088E+01
1.161500E-04,1.00088E+01
1.161960E-04,9.91113E+00
1.162420E-04,9.95996E+00
1.162880E-04,9.95996E+00
1.163340E-04,9.95996E+00
1.163800E-04,9.91113E+00
1.164260E-04,9.95996E+00
1.164720E-04,9.91113E+00
1.165180E-04,9.91113E+00
1.165640E-04,9.91113E+00
1.166100E-04,9.81348E+00
1.166560E-04,1.00576E+01
1.167020E-04,9.91113E+00
1.167480E-04,9.95996E+00
1.167940E-04,1.01064E+01
1.168400E-04,1.00576E+01
1.168860E-04,9.81348E+00
1.169320E-04,9.95996E+00
1.169780E-04,9.91113E+00
1.170240E-04,9.95996E+00
1.170700E-04,9.91113E+00
1.171160E-04,9.86230E+00
1.171620E-04,9.86230E+00
1.172080E-04,9.95996E+00
1.172540E-04,9.95996E+00
1.173000E-04,1.00088E+01
1.173460E-04,9.91113E+00
1.173920E-04,9.91113E+00
1.174380E-04,1.00088E+01
1.174840E-04,1.00088E+01
1.175300E-04,1.00088E+01
1.175760E-04,9.95996E+00
1.176220E-04,9.95996E+00
1.176680E-04,9.81348E+00
1.177140E-04,9.95996E+00
1.177600E-04,9.95996E+00
1.178060E-04,9.95996E+00
1.178520E-04,9.95996E+00
1.178980E-04,1.00088E+01
1.179440E-04,1.00088E+01
1.179900E-04,9.91113E+00
1.180360E-04,1.00088E+01
1.180820E-04,9.86230E+00
1.181280E-04,9.76465E+00
1.181740E-04,9.81348E+00
1.182200E-04,9.95996E+00
1.182660E-04,9.95996E+00
1.183120E-04,9.86230E+00
1.183580E-04,9.95996E+00
1.184040E-04,9.95996E+00
1.184500E-04,1.00088E+01
1.184960E-04,9.91113E+00
1.185420E-04,9.91113E+00
1.185880E-04,9.91113E+00
1.186340E-04,1.00576E+01
1.186800E-04,1.00576E+01
1.187260E-04,9.95996E+00
1.187720E-04,9.91113E+00
1.188180E-04,9.86230E+00
1.188640E-04,9.86230E+00
1.189100E-04,1.00576E+01
1.189560E-04,9.95996E+00
1.190020E-04,9.91113E+00
1.190480E-04,9.86230E+00
1.190940E-04,9.95996E+00
1.191400E-04,1.00576E+01
1.191860E-04,1.00088E+01
1.192320E-04,9.95996E+00
1.192780E-04,9.91113E+00
1.193240E-04,1.00576E+01
1.193700E-04,1.00088E+01
1.194160E-04,9.91113E+00
1.194620E-04,9.86230E+00
1.195080E-04,1.00088E+01
1.195540E-04,9.91113E+00
1.196000E-04,9.91113E+00
1.196460E-04,1.00576E+01
1.196920E-04,1.00088E+01
1.197380E-04,1.00576E+01
1.197840E-04,9.81348E+00
1.198300E-04,9.81348E+00
1.198760E-04,9.95996E+00
1.199220E-04,9.95996E+00
1.199680E-04,9.95996E+00
1.200140E-04,9.91113E+00
1.200600E-04,9.91113E+00
1.201060E-04,1.00088E+01
1.201520E-04,9.86230E+00
1.201980E-04,1.00088E+01
1.202440E-04,1.00088E+01
1.202900E-04,9.95996E+00
1.203360E-04,9.91113E+00
1.203820E-04,9.91113E+00
1.204280E-04,1.00088E+01
1.204740E-04,1.01064E+01
1.205200E-04,9.95996E+00
1.205660E-04,1.00576E+01
1.206120E-04,9.91113E+00
1.206580E-04,9.95996E+00
1.207040E-04,1.00088E+01
1.207500E-04,9.95996E+00
1.207960E-04,9.86230E+00
1.208420E-04,9.91113E+00
1.208880E-04,9.86230E+00
1.209340E-04,1.00088E+01
1.209800E-04,9.95996E+00
1.210260E-04,9.86230E+00
1.210720E-04,9.95996E+00
1.211180E-04,9.91113E+00
1.211640E-04,9.91113E+00
1.212100E-04,1.00576E+01
1.212560E-04,1.00576E+01
1.213020E-04,9.91113E+00
1.213480E-04,9.91113E+00
1.213940E-04,9.95996E+00
1.214400E-04,9.86230E+00
1.214860E-04,9.95996E+00
1.215320E-04,9.91113E+00
1.215780E-04,9.95996E+00
1.216240E-04,1.00088E+01
1.216700E-04,9.91113E+00
1.217160E-04,1.00576E+01
1.217620E-04,1.00576E+01
1.218080E-04,9.86230E+00
1.218540E-04,9.95996E+00
1.219000E-04,1.00088E+01
1.219460E-04,9.95996E+00
1.219920E-04,9.76465E+00
1.220380E-04,9.95996E+00
1.220840E-04,9.81348E+00
1.221300E-04,9.95996E+00
1.221760E-04,9.95996E+00
1.222220E-04,1.00576E+01
1.222680E-04,9.95996E+00
1.223140E-04,1.00088E+01
1.223600E-04,1.01064E+01
1.224060E-04,9.91113E+00
1.224520E-04,1.00088E+01
1.224980E-04,9.95996E+00
1.225440E-04,9.95996E+00
1.225900E-04,1.00088E+01
1.226360E-04,1.00576E+01
1.226820E-04,9.95996E+00
1.227280E-04,1.00576E+01
1.227740E-04,9.86230E+00
1.228200E-04,9.95996E+00
1.228660E-04,9.91113E+00
1.229120E-04,9.95996E+00
1.229580E-04,9.91113E+00
1.230040E-04,9.95996E+00
1.230500E-04,9.86230E+00
1.230960E-04,1.00576E+01
1.231420E-04,9.95996E+00
1.231880E-04,9.91113E+00
1.232340E-04,9.95996E+00
1.232800E-04,1.00088E+01
1.233260E-04,9.95996E+00
1.233720E-04,9.91113E+00
1.234180E-04,1.00576E+01
1.234640E-04,9.81348E+00
1.235100E-04,9.95996E+00
1.235560E-04,9.91113E+00
1.236020E-04,9.91113E+00
1.236480E-04,9.86230E+00
1.236940E-04,1.00576E+01
1.237400E-04,9.91113E+00
1.237860E-04,9.95996E+00
1.238320E-04,9.91113E+00
1.238780E-04,1.00088E+01
1.239240E-04,1.00088E+01
1.239700E-04,9.95996E+00
1.240160E-04,9.81348E+00
1.240620E-04,9.91113E+00
1.241080E-04,9.91113E+00
1.241540E-04,9.95996E+00
1.242000E-04,1.01064E+01
1.242460E-04,9.91113E+00
1.242920E-04,9.95996E+00
1.243380E-04,9.95996E+00
1.243840E-04,1.00088E+01
1.244300E-04,9.81348E+00
1.244760E-04,1.00088E+01
1.245220E-04,9.91113E+00
1.245680E-04,1.00088E+01
1.246140E-04,9.91113E+00
1.246600E-04,1.00088E+01
1.247060E-04,9.95996E+00
1.247520E-04,9.86230E+00
1.247980E-04,9.86230E+00
1.248440E-04,9.91113E+00
1.248900E-04,9.95996E+00
1.249360E-04,9.86230E+00
1.249820E-04,1.00576E+01
1.250280E-04,9.95996E+00
1.250740E-04,1.00088E+01
1.251200E-04,9.95996E+00
1.251660E-04,9.91113E+00
1.252120E-04,9.86230E+00
1.252580E-04,1.00088E+01
1.253040E-04,9.91113E+00
1.253500E-04,9.86230E+00
1.253960E-04,1.00576E+01
1.254420E-04,9.81348E+00
1.254880E-04,9.91113E+00
1.255340E-04,9.91113E+00
1.255800E-04,9.91113E+00
1.256260E-04,9.91113E+00
1.256720E-04,9.91113E+00
1.257180E-04,9.91113E+00
1.257640E-04,9.76465E+00
1.258100E-04,9.95996E+00
1.258560E-04,9.91113E+00
1.259020E-04,9.76465E+00
1.259480E-04,9.95996E+00
1.259940E-04,1.00576E+01
1.260400E-04,1.01064E+01
1.260860E-04,9.95996E+00
1.261320E-04,9.95996E+00
1.261780E-04,9.86230E+00
1.262240E-04,9.91113E+00
1.262700E-04,9.76465E+00
1.263160E-04,1.00576E+01
1.263620E-04,9.95996E+00
1.264080E-04,9.91113E+00
1.264540E-04,9.91113E+00
1.265000E-04,9.95996E+00
1.265460E-04,9.91113E+00
1.265920E-04,1.00576E+01
1.266380E-04,9.76465E+00
1.266840E-04,1.00088E+01
1.267300E-04,1.00576E+01
1.267760E-04,9.95996E+00
1.268220E-04,9.95996E+00
1.268680E-04,9.95996E+00
1.269140E-04,9.81348E+00
1.269600E-04,9.86230E+00
1.270060E-04,9.95996E+00
1.270520E-04,9.95996E+00
1.270980E-04,9.95996E+00
1.271440E-04,9.91113E+00
1.271900E-04,9.91113E+00
1.272360E-04,9.95996E+00
1.272820E-04,1.01064E+01
1.273280E-04,9.95996E+00
1.273740E-04,9.76465E+00
1.274200E-04,9.95996E+00
1.274660E-04,9.91113E+00
1.275120E-04,9.86230E+00
1.275580E-04,1.00088E+01
1.276040E-04,9.91113E+00
1.276500E-04,9.95996E+00
1.276960E-04,9.91113E+00
1.277420E-04,1.00576E+01
1.277880E-04,9.91113E+00
1.278340E-04,9.95996E+00
1.278800E-04,9.86230E+00
1.279260E-04,9.86230E+00
1.279720E-04,1.00088E+01
1.280180E-04,9.95996E+00
1.280640E-04,1.00088E+01
1.281100E-04,9.95996E+00
1.281560E-04,9.91113E+00
1.282020E-04,1.00088E+01
1.282480E-04,9.95996E+00
1.282940E-04,9.91113E+00
1.283400E-04,1.00576E+01
1.283860E-04,9.91113E+00
1.284320E-04,1.01064E+01
1.284780E-04,9.91113E+00
1.285240E-04,9.91113E+00
1.285700E-04,9.95996E+00
1.286160E-04,9.86230E+00
1.286620E-04,9.86230E+00
1.287080E-04,1.00088E+01
1.287540E-04,1.00088E+01
1.288000E-04,9.91113E+00
1.288460E-04,1.00088E+01
1.288920E-04,1.00088E+01
1.289380E-04,1.00088E+01
1.289840E-04,1.00576E+01
1.290300E-04,9.95996E+00
1.290760E-04,9.91113E+00
1.291220E-04,9.95996E+00
1.291680E-04,1.00088E+01
1.292140E-04,9.91113E+00
1.292600E-04,1.00576E+01
1.293060E-04,9.95996E+00
1.293520E-04,1.00576E+01
1.293980E-04,9.86230E+00
1.294440E-04,9.91113E+00
1.294900E-04,9.91113E+00
1.295360E-04,9.95996E+00
1.295820E-04,9.86230E+00
1.296280E-04,1.01064E+01
1.296740E-04,1.00576E+01
1.297200E-04,1.00576E+01
1.297660E-04,9.95996E+00
1.298120E-04,9.95996E+00
1.298580E-04,9.95996E+00
1.299040E-04,9.95996E+00
1.299500E-04,9.91113E+00
1.299960E-04,9.95996E+00
1.300420E-04,9.95996E+00
1.300880E-04,9.76465E+00
1.301340E-04,9.91113E+00
1.301800E-04,9.95996E+00
1.302260E-04,9.91113E+00
1.302720E-04,9.81348E+00
1.303180E-04,1.00088E+01
1.303640E-04,9.86230E+00
1.304100E-04,9.95996E+00
1.304560E-04,1.00088E+01
1.305020E-04,9.91113E+00
1.305480E-04,9.91113E+00
1.305940E-04,9.91113E+00
1.306400E-04,1.00088E+01
1.306860E-04,1.00576E+01
1.307320E-04,1.00088E+01
1.307780E-04,1.00576E+01
1.308240E-04,9.91113E+00
1.308700E-04,9.91113E+00
1.309160E-04,1.00088E+01
1.309620E-04,9.95996E+00
1.310080E-04,1.00088E+01
1.310540E-04,9.91113E+00
1.311000E-04,9.95996E+00
1.311460E-04,1.00088E+01
1.311920E-04,1.01064E+01
1.312380E-04,9.91113E+00
1.312840E-04,9.91113E+00
1.313300E-04,9.95996E+00
1.313760E-04,9.95996E+00
1.314220E-04,1.00576E+01
1.314680E-04,9.91113E+00
1.315140E-04,1.00576E+01
1.315600E-04,9.86230E+00
1.316060E-04,9.95996E+00
1.316520E-04,9.91113E+00
1.316980E-04,9.91113E+00
1.317440E-04,1.00088E+01
1.317900E-04,1.00088E+01
1.318360E-04,1.00576E+01
1.318820E-04,1.00576E+01
1.319280E-04,1.02041E+01
1.319740E-04,9.95996E+00
1.320200E-04,9.95996E+00
1.320660E-04,9.95996E+00
1.321120E-04,1.00576E+01
1.321580E-04,1.00088E+01
1.322040E-04,9.91113E+00
1.322500E-04,9.95996E+00
1.322960E-04,1.00576E+01
1.323420E-04,9.95996E+00
1.323880E-04,9.95996E+00
1.324340E-04,9.91113E+00
1.324800E-04,9.95996E+00
1.325260E-04,1.00088E+01
1.325720E-04,9.86230E+00
1.326180E-04,9.81348E+00
1.326640E-04,1.00088E+01
1.327100E-04,9.95996E+00
1.327560E-04,9.95996E+00
1.328020E-04,1.01064E+01
1.328480E-04,9.86230E+00
1.328940E-04,9.91113E+00
1.329400E-04,9.95996E+00
1.329860E-04,9.86230E+00
1.330320E-04,9.91113E+00
1.330780E-04,9.95996E+00
1.331240E-04,9.86230E+00
1.331700E-04,9.95996E+00
1.332160E-04,1.00088E+01
1.332620E-04,9.95996E+00
1.333080E-04,9.95996E+00
1.333540E-04,1.00088E+01
1.334000E-04,9.91113E+00
1.334460E-04,9.86230E+00
1.334920E-04,1.00576E+01
1.335380E-04,9.91113E+00
1.335840E-04,9.95996E+00
1.336300E-04,9.95996E+00
1.336760E-04,9.91113E+00
1.337220E-04,1.00576E+01
1.337680E-04,9.86230E+00
1.338140E-04,1.00088E+01
1.338600E-04,1.00088E+01
1.339060E-04,1.00088E+01
1.339520E-04,1.00088E+01
1.339980E-04,9.91113E+00
1.340440E-04,1.00088E+01
1.340900E-04,1.01553E+01
1.341360E-04,1.00088E+01
1.341820E-04,9.95996E+00
1.342280E-04,9.86230E+00
1.342740E-04,1.00576E+01
1.343200E-04,9.95996E+00
1.343660E-04,9.91113E+00
1.344120E-04,9.91113E+00
1.344580E-04,9.95996E+00
1.345040E-04,9.86230E+00
1.345500E-04,9.81348E+00
1.345960E-04,9.95996E+00
1.346420E-04,1.00088E+01
1.346880E-04,1.00088E+01
1.347340E-04,1.00088E+01
1.347800E-04,1.00088E+01
1.348260E-04,9.81348E+00
1.348720E-04,9.95996E+00
1.349180E-04,9.86230E+00
1.349640E-04,9.91113E+00
1.350100E-04,9.91113E+00
1.350560E-04,9.95996E+00
1.351020E-04,9.91113E+00
1.351480E-04,9.95996E+00
1.351940E-04,9.95996E+00
1.352400E-04,1.00088E+01
1.352860E-04,9.91113E+00
1.353320E-04,9.95996E+00
1.353780E-04,9.95996E+00
1.354240E-04,1.00088E+01
1.354700E-04,9.91113E+00
1.355160E-04,1.00576E+01
1.355620E-04,9.95996E+00
1.356080E-04,9.91113E+00
1.356540E-04,1.00088E+01
1.357000E-04,1.00088E+01
1.357460E-04,9.91113E+00
1.357920E-04,1.00088E+01
1.358380E-04,1.00576E+01
1.358840E-04,9.95996E+00
1.359300E-04,9.81348E+00
1.359760E-04,9.91113E+00
1.360220E-04,9.95996E+00
1.360680E-04,9.86230E+00
1.361140E-04,9.95996E+00
1.361600E-04,9.95996E+00
1.362060E-04,9.86230E+00
1.362520E-04,1.00088E+01
1.362980E-04,9.95996E+00
1.363440E-04,9.91113E+00
1.363900E-04,9.91113E+00
1.364360E-04,9.95996E+00
1.364820E-04,9.91113E+00
1.365280E-04,9.81348E+00
1.365740E-04,1.00088E+01
1.366200E-04,9.95996E+00
1.366660E-04,9.95996E+00
1.367120E-04,1.00576E+01
1.367580E-04,9.91113E+00
1.368040E-04,9.91113E+00
1.368500E-04,1.00088E+01
1.368960E-04,1.00576E+01
1.369420E-04,9.91113E+00
1.369880E-04,1.00088E+01
1.370340E-04,1.00088E+01
1.370800E-04,9.86230E+00
1.371260E-04,9.91113E+00
1.371720E-04,9.81348E+00
1.372180E-04,9.91113E+00
1.372640E-04,9.86230E+00
1.373100E-04,9.91113E+00
1.373560E-04,1.00576E+01
1.374020E-04,1.01064E+01
1.374480E-04,9.91113E+00
1.374940E-04,9.95996E+00
1.375400E-04,9.76465E+00
1.375860E-04,9.91113E+00
1.376320E-04,9.86230E+00
1.376780E-04,9.95996E+00
1.377240E-04,1.00576E+01
1.377700E-04,9.86230E+00
1.378160E-04,9.91113E+00
1.378620E-04,1.00088E+01
1.379080E-04,9.95996E+00
1.379540E-04,9.91113E+00
1.380000E-04,9.95996E+00
1.380460E-04,1.00576E+01
1.380920E-04,9.95996E+00
1.381380E-04,1.01064E+01
1.381840E-04,9.91113E+00
1.382300E-04,1.00088E+01
1.382760E-04,1.00088E+01
1.383220E-04,9.95996E+00
1.383680E-04,9.81348E+00
1.384140E-04,9.95996E+00
1.384600E-04,9.95996E+00
1.385060E-04,1.01064E+01
1.385520E-04,9.81348E+00
