in s,C1 in V
-2.844272E-03,1.94336E-01
-2.844226E-03,4.78516E-02
-2.844180E-03,1.45508E-01
-2.844134E-03,-9.76562E-04
-2.844088E-03,4.78516E-02
-2.844042E-03,-4.98047E-02
-2.843996E-03,4.78516E-02
-2.843950E-03,9.66797E-02
-2.843904E-03,-4.98047E-02
-2.843858E-03,9.66797E-02
-2.843812E-03,-4.98047E-02
-2.843766E-03,-4.98047E-02
-2.843720E-03,-9.76562E-04
-2.843674E-03,-4.98047E-02
-2.843628E-03,1.45508E-01
-2.843582E-03,9.66797E-02
-2.843536E-03,-4.98047E-02
-2.843490E-03,1.45508E-01
-2.843444E-03,4.78516E-02
-2.843398E-03,-4.98047E-02
-2.843352E-03,-9.76562E-04
-2.843306E-03,9.66797E-02
-2.843260E-03,-9.76562E-04
-2.843214E-03,9.66797E-02
-2.843168E-03,-9.76562E-04
-2.843122E-03,-9.86328E-02
-2.843076E-03,4.78516E-02
-2.843030E-03,1.45508E-01
-2.842984E-03,-4.98047E-02
-2.842938E-03,-4.98047E-02
-2.842892E-03,-4.98047E-02
-2.842846E-03,-4.98047E-02
-2.842800E-03,-4.98047E-02
-2.842754E-03,-9.76562E-04
-2.842708E-03,9.66797E-02
-2.842662E-03,-2.45117E-01
-2.842616E-03,-4.98047E-02
-2.842570E-03,9.66797E-02
-2.842524E-03,-9.76562E-04
-2.842478E-03,4.78516E-02
-2.842432E-03,-9.86328E-02
-2.842386E-03,-9.86328E-02
-2.842340E-03,-9.86328E-02
-2.842294E-03,1.45508E-01
-2.842248E-03,4.78516E-02
-2.842202E-03,9.66797E-02
-2.842156E-03,4.78516E-02
-2.842110E-03,-4.98047E-02
-2.842064E-03,-9.76562E-04
-2.842018E-03,9.66797E-02
-2.841972E-03,9.66797E-02
-2.841926E-03,9.66797E-02
-2.841880E-03,1.94336E-01
-2.841834E-03,4.78516E-02
-2.841788E-03,9.66797E-02
-2.841742E-03,9.66797E-02
-2.841696E-03,4.78516E-02
-2.841650E-03,-4.98047E-02
-2.841604E-03,-9.76562E-04
-2.841558E-03,9.66797E-02
-2.841512E-03,9.66797E-02
-2.841466E-03,-9.86328E-02
-2.841420E-03,9.66797E-02
-2.841374E-03,4.78516E-02
-2.841328E-03,4.78516E-02
-2.841282E-03,9.66797E-02
-2.841236E-03,1.45508E-01
-2.841190E-03,4.78516E-02
-2.841144E-03,9.66797E-02
-2.841098E-03,-9.86328E-02
-2.841052E-03,9.66797E-02
-2.841006E-03,4.78516E-02
-2.840960E-03,4.78516E-02
-2.840914E-03,-4.98047E-02
-2.840868E-03,-9.86328E-02
-2.840822E-03,9.66797E-02
-2.840776E-03,-4.98047E-02
-2.840730E-03,9.66797E-02
-2.840684E-03,9.66797E-02
-2.840638E-03,-9.86328E-02
-2.840592E-03,9.66797E-02
-2.840546E-03,9.66797E-02
-2.840500E-03,4.78516E-02
-2.840454E-03,9.66797E-02
-2.840408E-03,-9.86328E-02
-2.840362E-03,4.78516E-02
-2.840316E-03,4.78516E-02
-2.840270E-03,9.66797E-02
-2.840224E-03,-4.98047E-02
-2.840178E-03,4.78516E-02
-2.840132E-03,4.78516E-02
-2.840086E-03,9.66797E-02
-2.840040E-03,-4.98047E-02
-2.839994E-03,4.78516E-02
-2.839948E-03,4.78516E-02
-2.839902E-03,4.78516E-02
-2.839856E-03,4.78516E-02
-2.839810E-03,-9.76562E-04
-2.839764E-03,4.78516E-02
-2.839718E-03,9.66797E-02
-2.839672E-03,-4.98047E-02
-2.839626E-03,9.66797E-02
-2.839580E-03,4.78516E-02
-2.839534E-03,4.78516E-02
-2.839488E-03,9.66797E-02
-2.839442E-03,9.66797E-02
-2.839396E-03,-4.98047E-02
-2.839350E-03,9.66797E-02
-2.839304E-03,-9.86328E-02
-2.839258E-03,-9.86328E-02
-2.839212E-03,4.78516E-02
-2.839166E-03,9.66797E-02
-2.839120E-03,-4.98047E-02
-2.839074E-03,9.66797E-02
-2.839028E-03,9.66797E-02
-2.838982E-03,4.78516E-02
-2.838936E-03,-9.76562E-04
-2.838890E-03,1.45508E-01
-2.838844E-03,9.66797E-02
-2.838798E-03,9.66797E-02
-2.838752E-03,1.45508E-01
-2.838706E-03,9.66797E-02
-2.838660E-03,-4.98047E-02
-2.838614E-03,9.66797E-02
-2.838568E-03,-9.76562E-04
-2.838522E-03,-4.98047E-02
-2.838476E-03,9.66797E-02
-2.838430E-03,-4.98047E-02
-2.838384E-03,-9.76562E-04
-2.838338E-03,1.45508E-01
-2.838292E-03,9.66797E-02
-2.838246E-03,4.78516E-02
-2.838200E-03,-1.47461E-01
-2.838154E-03,-9.76562E-04
-2.838108E-03,-9.76562E-04
-2.838062E-03,4.78516E-02
-2.838016E-03,9.66797E-02
-2.837970E-03,4.78516E-02
-2.837924E-03,-4.98047E-02
-2.837878E-03,9.66797E-02
-2.837832E-03,4.78516E-02
-2.837786E-03,1.45508E-01
-2.837740E-03,-4.98047E-02
-2.837694E-03,-9.86328E-02
-2.837648E-03,-4.98047E-02
-2.837602E-03,4.78516E-02
-2.837556E-03,9.66797E-02
-2.837510E-03,9.66797E-02
-2.837464E-03,-9.86328E-02
-2.837418E-03,-9.76562E-04
-2.837372E-03,1.45508E-01
-2.837326E-03,4.78516E-02
-2.837280E-03,-4.98047E-02
-2.837234E-03,-4.98047E-02
-2.837188E-03,4.78516E-02
-2.837142E-03,9.66797E-02
-2.837096E-03,-9.86328E-02
-2.837050E-03,-9.76562E-04
-2.837004E-03,1.45508E-01
-2.836958E-03,-4.98047E-02
-2.836912E-03,4.78516E-02
-2.836866E-03,-9.76562E-04
-2.836820E-03,9.66797E-02
-2.836774E-03,4.78516E-02
-2.836728E-03,9.66797E-02
-2.836682E-03,4.78516E-02
-2.836636E-03,-4.98047E-02
-2.836590E-03,-4.98047E-02
-2.836544E-03,9.66797E-02
-2.836498E-03,-1.47461E-01
-2.836452E-03,-9.86328E-02
-2.836406E-03,9.66797E-02
-2.836360E-03,-9.86328E-02
-2.836314E-03,4.78516E-02
-2.836268E-03,9.66797E-02
-2.836222E-03,4.78516E-02
-2.836176E-03,-9.76562E-04
-2.836130E-03,9.66797E-02
-2.836084E-03,1.45508E-01
-2.836038E-03,-9.76562E-04
-2.835992E-03,4.78516E-02
-2.835946E-03,4.78516E-02
-2.835900E-03,4.78516E-02
-2.835854E-03,9.66797E-02
-2.835808E-03,-4.98047E-02
-2.835762E-03,-4.98047E-02
-2.835716E-03,-4.98047E-02
-2.835670E-03,9.66797E-02
-2.835624E-03,-1.47461E-01
-2.835578E-03,9.66797E-02
-2.835532E-03,9.66797E-02
-2.835486E-03,-4.98047E-02
-2.835440E-03,4.78516E-02
-2.835394E-03,1.94336E-01
-2.835348E-03,9.66797E-02
-2.835302E-03,4.78516E-02
-2.835256E-03,4.78516E-02
-2.835210E-03,9.66797E-02
-2.835164E-03,9.66797E-02
-2.835118E-03,9.66797E-02
-2.835072E-03,-9.76562E-04
-2.835026E-03,-9.76562E-04
-2.834980E-03,-4.98047E-02
-2.834934E-03,9.66797E-02
-2.834888E-03,-9.76562E-04
-2.834842E-03,4.78516E-02
-2.834796E-03,-9.86328E-02
-2.834750E-03,-9.86328E-02
-2.834704E-03,4.78516E-02
-2.834658E-03,-4.98047E-02
-2.834612E-03,4.78516E-02
-2.834566E-03,-4.98047E-02
-2.834520E-03,4.78516E-02
-2.834474E-03,-4.98047E-02
-2.834428E-03,9.66797E-02
-2.834382E-03,-4.98047E-02
-2.834336E-03,9.66797E-02
-2.834290E-03,-4.98047E-02
-2.834244E-03,1.45508E-01
-2.834198E-03,9.66797E-02
-2.834152E-03,-4.98047E-02
-2.834106E-03,4.78516E-02
-2.834060E-03,-9.76562E-04
-2.834014E-03,4.78516E-02
-2.833968E-03,4.78516E-02
-2.833922E-03,-9.76562E-04
-2.833876E-03,2.43164E-01
-2.833830E-03,9.66797E-02
-2.833784E-03,-9.76562E-04
-2.833738E-03,-9.76562E-04
-2.833692E-03,-4.98047E-02
-2.833646E-03,1.45508E-01
-2.833600E-03,-9.76562E-04
-2.833554E-03,-9.76562E-04
-2.833508E-03,4.78516E-02
-2.833462E-03,4.78516E-02
-2.833416E-03,9.66797E-02
-2.833370E-03,-9.76562E-04
-2.833324E-03,4.78516E-02
-2.833278E-03,-9.76562E-04
-2.833232E-03,4.78516E-02
-2.833186E-03,9.66797E-02
-2.833140E-03,-9.76562E-04
-2.833094E-03,4.78516E-02
-2.833048E-03,-9.76562E-04
-2.833002E-03,4.78516E-02
-2.832956E-03,4.78516E-02
-2.832910E-03,1.94336E-01
-2.832864E-03,9.66797E-02
-2.832818E-03,-9.86328E-02
-2.832772E-03,4.78516E-02
-2.832726E-03,4.78516E-02
-2.832680E-03,-4.98047E-02
-2.832634E-03,9.66797E-02
-2.832588E-03,-1.47461E-01
-2.832542E-03,4.78516E-02
-2.832496E-03,4.78516E-02
-2.832450E-03,4.78516E-02
-2.832404E-03,9.66797E-02
-2.832358E-03,-9.76562E-04
-2.832312E-03,4.78516E-02
-2.832266E-03,9.66797E-02
-2.832220E-03,9.66797E-02
-2.832174E-03,-4.98047E-02
-2.832128E-03,9.66797E-02
-2.832082E-03,-9.76562E-04
-2.832036E-03,1.94336E-01
-2.831990E-03,-4.98047E-02
-2.831944E-03,-4.98047E-02
-2.831898E-03,-9.76562E-04
-2.831852E-03,1.94336E-01
-2.831806E-03,4.78516E-02
-2.831760E-03,-4.98047E-02
-2.831714E-03,4.78516E-02
-2.831668E-03,9.66797E-02
-2.831622E-03,-4.98047E-02
-2.831576E-03,-4.98047E-02
-2.831530E-03,9.66797E-02
-2.831484E-03,9.66797E-02
-2.831438E-03,-4.98047E-02
-2.831392E-03,-9.76562E-04
-2.831346E-03,-9.76562E-04
-2.831300E-03,-9.76562E-04
-2.831254E-03,9.66797E-02
-2.831208E-03,-9.86328E-02
-2.831162E-03,9.66797E-02
-2.831116E-03,-9.76562E-04
-2.831070E-03,-9.76562E-04
-2.831024E-03,-9.76562E-04
-2.830978E-03,1.94336E-01
-2.830932E-03,4.78516E-02
-2.830886E-03,4.78516E-02
-2.830840E-03,-9.76562E-04
-2.830794E-03,-9.76562E-04
-2.830748E-03,1.94336E-01
-2.830702E-03,4.78516E-02
-2.830656E-03,-9.76562E-04
-2.830610E-03,9.66797E-02
-2.830564E-03,-4.98047E-02
-2.830518E-03,9.66797E-02
-2.830472E-03,-9.86328E-02
-2.830426E-03,-4.98047E-02
-2.830380E-03,4.78516E-02
-2.830334E-03,1.45508E-01
-2.830288E-03,4.78516E-02
-2.830242E-03,9.66797E-02
-2.830196E-03,9.66797E-02
-2.830150E-03,4.78516E-02
-2.830104E-03,-9.76562E-04
-2.830058E-03,-4.98047E-02
-2.830012E-03,-9.76562E-04
-2.829966E-03,1.45508E-01
-2.829920E-03,4.78516E-02
-2.829874E-03,9.66797E-02
-2.829828E-03,-9.76562E-04
-2.829782E-03,1.45508E-01
-2.829736E-03,-9.86328E-02
-2.829690E-03,-4.98047E-02
-2.829644E-03,4.78516E-02
-2.829598E-03,4.78516E-02
-2.829552E-03,4.78516E-02
-2.829506E-03,9.66797E-02
-2.829460E-03,9.66797E-02
-2.829414E-03,4.78516E-02
-2.829368E-03,4.78516E-02
-2.829322E-03,9.66797E-02
-2.829276E-03,-4.98047E-02
-2.829230E-03,4.78516E-02
-2.829184E-03,4.78516E-02
-2.829138E-03,-9.86328E-02
-2.829092E-03,-9.76562E-04
-2.829046E-03,9.66797E-02
-2.829000E-03,4.78516E-02
-2.828954E-03,-4.98047E-02
-2.828908E-03,4.78516E-02
-2.828862E-03,-4.98047E-02
-2.828816E-03,2.43164E-01
-2.828770E-03,4.78516E-02
-2.828724E-03,9.66797E-02
-2.828678E-03,4.78516E-02
-2.828632E-03,4.78516E-02
-2.828586E-03,-9.76562E-04
-2.828540E-03,4.78516E-02
-2.828494E-03,9.66797E-02
-2.828448E-03,-9.76562E-04
-2.828402E-03,-9.76562E-04
-2.828356E-03,-4.98047E-02
-2.828310E-03,9.66797E-02
-2.828264E-03,-4.98047E-02
-2.828218E-03,4.78516E-02
-2.828172E-03,-4.98047E-02
-2.828126E-03,-4.98047E-02
-2.828080E-03,4.78516E-02
-2.828034E-03,1.45508E-01
-2.827988E-03,4.78516E-02
-2.827942E-03,9.66797E-02
-2.827896E-03,-4.98047E-02
-2.827850E-03,4.78516E-02
-2.827804E-03,-4.98047E-02
-2.827758E-03,4.78516E-02
-2.827712E-03,-9.76562E-04
-2.827666E-03,9.66797E-02
-2.827620E-03,4.78516E-02
-2.827574E-03,1.45508E-01
-2.827528E-03,-1.47461E-01
-2.827482E-03,9.66797E-02
-2.827436E-03,9.66797E-02
-2.827390E-03,4.78516E-02
-2.827344E-03,9.66797E-02
-2.827298E-03,-4.98047E-02
-2.827252E-03,1.94336E-01
-2.827206E-03,4.78516E-02
-2.827160E-03,4.78516E-02
-2.827114E-03,4.78516E-02
-2.827068E-03,-9.76562E-04
-2.827022E-03,9.66797E-02
-2.826976E-03,-9.86328E-02
-2.826930E-03,-4.98047E-02
-2.826884E-03,-9.86328E-02
-2.826838E-03,-4.98047E-02
-2.826792E-03,-4.98047E-02
-2.826746E-03,-4.98047E-02
-2.826700E-03,4.78516E-02
-2.826654E-03,-4.98047E-02
-2.826608E-03,-4.98047E-02
-2.826562E-03,4.78516E-02
-2.826516E-03,4.78516E-02
-2.826470E-03,4.78516E-02
-2.826424E-03,4.78516E-02
-2.826378E-03,-9.76562E-04
-2.826332E-03,4.78516E-02
-2.826286E-03,4.78516E-02
-2.826240E-03,-9.76562E-04
-2.826194E-03,4.78516E-02
-2.826148E-03,-4.98047E-02
-2.826102E-03,1.45508E-01
-2.826056E-03,-9.76562E-04
-2.826010E-03,4.78516E-02
-2.825964E-03,-9.86328E-02
-2.825918E-03,9.66797E-02
-2.825872E-03,-9.76562E-04
-2.825826E-03,9.66797E-02
-2.825780E-03,-9.76562E-04
-2.825734E-03,4.78516E-02
-2.825688E-03,4.78516E-02
-2.825642E-03,9.66797E-02
-2.825596E-03,-4.98047E-02
-2.825550E-03,1.94336E-01
-2.825504E-03,-1.47461E-01
-2.825458E-03,4.78516E-02
-2.825412E-03,1.94336E-01
-2.825366E-03,9.66797E-02
-2.825320E-03,-4.98047E-02
-2.825274E-03,9.66797E-02
-2.825228E-03,4.78516E-02
-2.825182E-03,-9.86328E-02
-2.825136E-03,9.66797E-02
-2.825090E-03,9.66797E-02
-2.825044E-03,9.66797E-02
-2.824998E-03,-9.76562E-04
-2.824952E-03,-4.98047E-02
-2.824906E-03,9.66797E-02
-2.824860E-03,9.66797E-02
-2.824814E-03,1.45508E-01
-2.824768E-03,9.66797E-02
-2.824722E-03,4.78516E-02
-2.824676E-03,-1.96289E-01
-2.824630E-03,1.94336E-01
-2.824584E-03,-9.86328E-02
-2.824538E-03,-4.98047E-02
-2.824492E-03,-9.76562E-04
-2.824446E-03,-4.98047E-02
-2.824400E-03,-9.76562E-04
-2.824354E-03,9.66797E-02
-2.824308E-03,4.78516E-02
-2.824262E-03,4.78516E-02
-2.824216E-03,-9.76562E-04
-2.824170E-03,9.66797E-02
-2.824124E-03,4.78516E-02
-2.824078E-03,-9.76562E-04
-2.824032E-03,9.66797E-02
-2.823986E-03,-9.86328E-02
-2.823940E-03,-9.86328E-02
-2.823894E-03,1.45508E-01
-2.823848E-03,9.66797E-02
-2.823802E-03,-9.86328E-02
-2.823756E-03,-9.76562E-04
-2.823710E-03,-9.76562E-04
-2.823664E-03,4.78516E-02
-2.823618E-03,4.78516E-02
-2.823572E-03,9.66797E-02
-2.823526E-03,4.78516E-02
-2.823480E-03,-4.98047E-02
-2.823434E-03,9.66797E-02
-2.823388E-03,9.66797E-02
-2.823342E-03,9.66797E-02
-2.823296E-03,-9.76562E-04
-2.823250E-03,4.78516E-02
-2.823204E-03,-9.76562E-04
-2.823158E-03,-9.76562E-04
-2.823112E-03,9.66797E-02
-2.823066E-03,-9.86328E-02
-2.823020E-03,9.66797E-02
-2.822974E-03,9.66797E-02
-2.822928E-03,-9.76562E-04
-2.822882E-03,-9.76562E-04
-2.822836E-03,1.94336E-01
-2.822790E-03,-9.76562E-04
-2.822744E-03,-4.98047E-02
-2.822698E-03,9.66797E-02
-2.822652E-03,4.78516E-02
-2.822606E-03,1.45508E-01
-2.822560E-03,9.66797E-02
-2.822514E-03,-9.76562E-04
-2.822468E-03,4.78516E-02
-2.822422E-03,9.66797E-02
-2.822376E-03,-9.76562E-04
-2.822330E-03,-9.76562E-04
-2.822284E-03,-9.76562E-04
-2.822238E-03,-4.98047E-02
-2.822192E-03,4.78516E-02
-2.822146E-03,9.66797E-02
-2.822100E-03,9.66797E-02
-2.822054E-03,-1.47461E-01
-2.822008E-03,-9.76562E-04
-2.821962E-03,-4.98047E-02
-2.821916E-03,1.45508E-01
-2.821870E-03,9.66797E-02
-2.821824E-03,-4.98047E-02
-2.821778E-03,-4.98047E-02
-2.821732E-03,9.66797E-02
-2.821686E-03,9.66797E-02
-2.821640E-03,-9.86328E-02
-2.821594E-03,4.78516E-02
-2.821548E-03,9.66797E-02
-2.821502E-03,4.78516E-02
-2.821456E-03,1.45508E-01
-2.821410E-03,-9.76562E-04
-2.821364E-03,2.43164E-01
-2.821318E-03,-9.76562E-04
-2.821272E-03,9.66797E-02
-2.821226E-03,9.66797E-02
-2.821180E-03,-9.76562E-04
-2.821134E-03,-9.76562E-04
-2.821088E-03,-9.76562E-04
-2.821042E-03,-9.76562E-04
-2.820996E-03,4.78516E-02
-2.820950E-03,-9.76562E-04
-2.820904E-03,-9.86328E-02
-2.820858E-03,-4.98047E-02
-2.820812E-03,4.78516E-02
-2.820766E-03,-4.98047E-02
-2.820720E-03,4.78516E-02
-2.820674E-03,9.66797E-02
-2.820628E-03,1.45508E-01
-2.820582E-03,-9.76562E-04
-2.820536E-03,9.66797E-02
-2.820490E-03,9.66797E-02
-2.820444E-03,4.78516E-02
-2.820398E-03,-9.76562E-04
-2.820352E-03,4.78516E-02
-2.820306E-03,9.66797E-02
-2.820260E-03,9.66797E-02
-2.820214E-03,2.43164E-01
-2.820168E-03,-9.86328E-02
-2.820122E-03,9.66797E-02
-2.820076E-03,-9.76562E-04
-2.820030E-03,-9.76562E-04
-2.819984E-03,-4.98047E-02
-2.819938E-03,-9.86328E-02
-2.819892E-03,9.66797E-02
-2.819846E-03,-4.98047E-02
-2.819800E-03,4.78516E-02
-2.819754E-03,9.66797E-02
-2.819708E-03,9.66797E-02
-2.819662E-03,4.78516E-02
-2.819616E-03,-9.76562E-04
-2.819570E-03,-4.98047E-02
-2.819524E-03,4.78516E-02
-2.819478E-03,9.66797E-02
-2.819432E-03,-4.98047E-02
-2.819386E-03,-9.76562E-04
-2.819340E-03,4.78516E-02
-2.819294E-03,-4.98047E-02
-2.819248E-03,4.78516E-02
-2.819202E-03,9.66797E-02
-2.819156E-03,9.66797E-02
-2.819110E-03,4.78516E-02
-2.819064E-03,-9.76562E-04
-2.819018E-03,-1.47461E-01
-2.818972E-03,-4.98047E-02
-2.818926E-03,9.66797E-02
-2.818880E-03,-4.98047E-02
-2.818834E-03,-4.98047E-02
-2.818788E-03,-9.86328E-02
-2.818742E-03,9.66797E-02
-2.818696E-03,-4.98047E-02
-2.818650E-03,4.78516E-02
-2.818604E-03,9.66797E-02
-2.818558E-03,-4.98047E-02
-2.818512E-03,4.78516E-02
-2.818466E-03,4.78516E-02
-2.818420E-03,9.66797E-02
-2.818374E-03,-1.96289E-01
-2.818328E-03,-4.98047E-02
-2.818282E-03,-9.76562E-04
-2.818236E-03,-4.98047E-02
-2.818190E-03,-9.76562E-04
-2.818144E-03,9.66797E-02
-2.818098E-03,-9.76562E-04
-2.818052E-03,-9.76562E-04
-2.818006E-03,1.45508E-01
-2.817960E-03,4.78516E-02
-2.817914E-03,-4.98047E-02
-2.817868E-03,9.66797E-02
-2.817822E-03,-4.98047E-02
-2.817776E-03,-9.76562E-04
-2.817730E-03,9.66797E-02
-2.817684E-03,9.66797E-02
-2.817638E-03,4.78516E-02
-2.817592E-03,-9.86328E-02
-2.817546E-03,-9.76562E-04
-2.817500E-03,2.43164E-01
-2.817454E-03,9.66797E-02
-2.817408E-03,9.66797E-02
-2.817362E-03,-4.98047E-02
-2.817316E-03,-4.98047E-02
-2.817270E-03,9.66797E-02
-2.817224E-03,-9.76562E-04
-2.817178E-03,-4.98047E-02
-2.817132E-03,4.78516E-02
-2.817086E-03,4.78516E-02
-2.817040E-03,9.66797E-02
-2.816994E-03,4.78516E-02
-2.816948E-03,-4.98047E-02
-2.816902E-03,4.78516E-02
-2.816856E-03,-4.98047E-02
-2.816810E-03,9.66797E-02
-2.816764E-03,4.78516E-02
-2.816718E-03,2.43164E-01
-2.816672E-03,-9.76562E-04
-2.816626E-03,-9.76562E-04
-2.816580E-03,-9.76562E-04
-2.816534E-03,9.66797E-02
-2.816488E-03,4.78516E-02
-2.816442E-03,-9.76562E-04
-2.816396E-03,1.45508E-01
-2.816350E-03,-4.98047E-02
-2.816304E-03,-4.98047E-02
-2.816258E-03,1.45508E-01
-2.816212E-03,9.66797E-02
-2.816166E-03,-4.98047E-02
-2.816120E-03,-4.98047E-02
-2.816074E-03,-9.76562E-04
-2.816028E-03,-4.98047E-02
-2.815982E-03,-4.98047E-02
-2.815936E-03,-9.86328E-02
-2.815890E-03,-9.86328E-02
-2.815844E-03,-4.98047E-02
-2.815798E-03,9.66797E-02
-2.815752E-03,-9.86328E-02
-2.815706E-03,1.45508E-01
-2.815660E-03,9.66797E-02
-2.815614E-03,1.45508E-01
-2.815568E-03,-9.76562E-04
-2.815522E-03,9.66797E-02
-2.815476E-03,9.66797E-02
-2.815430E-03,-9.76562E-04
-2.815384E-03,4.78516E-02
-2.815338E-03,-9.86328E-02
-2.815292E-03,-9.76562E-04
-2.815246E-03,-4.98047E-02
-2.815200E-03,9.66797E-02
-2.815154E-03,-4.98047E-02
-2.815108E-03,4.78516E-02
-2.815062E-03,1.94336E-01
-2.815016E-03,-9.76562E-04
-2.814970E-03,-1.47461E-01
-2.814924E-03,9.66797E-02
-2.814878E-03,-9.86328E-02
-2.814832E-03,-9.76562E-04
-2.814786E-03,9.66797E-02
-2.814740E-03,9.66797E-02
-2.814694E-03,9.66797E-02
-2.814648E-03,-4.98047E-02
-2.814602E-03,9.66797E-02
-2.814556E-03,-4.98047E-02
-2.814510E-03,-9.76562E-04
-2.814464E-03,-4.98047E-02
-2.814418E-03,-4.98047E-02
-2.814372E-03,9.66797E-02
-2.814326E-03,4.78516E-02
-2.814280E-03,-9.86328E-02
-2.814234E-03,-9.76562E-04
-2.814188E-03,4.78516E-02
-2.814142E-03,-4.98047E-02
-2.814096E-03,-9.76562E-04
-2.814050E-03,9.66797E-02
-2.814004E-03,9.66797E-02
-2.813958E-03,4.78516E-02
-2.813912E-03,4.78516E-02
-2.813866E-03,-4.98047E-02
-2.813820E-03,4.78516E-02
-2.813774E-03,-4.98047E-02
-2.813728E-03,-9.86328E-02
-2.813682E-03,-9.76562E-04
-2.813636E-03,4.78516E-02
-2.813590E-03,1.94336E-01
-2.813544E-03,-4.98047E-02
-2.813498E-03,-9.86328E-02
-2.813452E-03,1.45508E-01
-2.813406E-03,1.45508E-01
-2.813360E-03,4.78516E-02
-2.813314E-03,-4.98047E-02
-2.813268E-03,1.94336E-01
-2.813222E-03,1.94336E-01
-2.813176E-03,4.78516E-02
-2.813130E-03,1.94336E-01
-2.813084E-03,9.66797E-02
-2.813038E-03,-9.76562E-04
-2.812992E-03,1.45508E-01
-2.812946E-03,-9.76562E-04
-2.812900E-03,-9.86328E-02
-2.812854E-03,9.66797E-02
-2.812808E-03,-9.86328E-02
-2.812762E-03,-4.98047E-02
-2.812716E-03,1.45508E-01
-2.812670E-03,4.78516E-02
-2.812624E-03,-9.76562E-04
-2.812578E-03,9.66797E-02
-2.812532E-03,9.66797E-02
-2.812486E-03,-9.86328E-02
-2.812440E-03,-9.76562E-04
-2.812394E-03,-9.76562E-04
-2.812348E-03,9.66797E-02
-2.812302E-03,-9.76562E-04
-2.812256E-03,-9.76562E-04
-2.812210E-03,9.66797E-02
-2.812164E-03,4.78516E-02
-2.812118E-03,-9.76562E-04
-2.812072E-03,9.66797E-02
-2.812026E-03,-4.98047E-02
-2.811980E-03,-4.98047E-02
-2.811934E-03,-9.86328E-02
-2.811888E-03,-9.76562E-04
-2.811842E-03,9.66797E-02
-2.811796E-03,-9.76562E-04
-2.811750E-03,-9.76562E-04
-2.811704E-03,4.78516E-02
-2.811658E-03,4.78516E-02
-2.811612E-03,9.66797E-02
-2.811566E-03,-9.86328E-02
-2.811520E-03,9.66797E-02
-2.811474E-03,-9.76562E-04
-2.811428E-03,1.45508E-01
-2.811382E-03,9.66797E-02
-2.811336E-03,4.78516E-02
-2.811290E-03,4.78516E-02
-2.811244E-03,9.66797E-02
-2.811198E-03,-9.76562E-04
-2.811152E-03,9.66797E-02
-2.811106E-03,9.66797E-02
-2.811060E-03,4.78516E-02
-2.811014E-03,4.78516E-02
-2.810968E-03,-9.76562E-04
-2.810922E-03,-9.86328E-02
-2.810876E-03,9.66797E-02
-2.810830E-03,4.78516E-02
-2.810784E-03,1.45508E-01
-2.810738E-03,9.66797E-02
-2.810692E-03,4.78516E-02
-2.810646E-03,9.66797E-02
-2.810600E-03,-4.98047E-02
-2.810554E-03,-4.98047E-02
-2.810508E-03,4.78516E-02
-2.810462E-03,4.78516E-02
-2.810416E-03,4.78516E-02
-2.810370E-03,9.66797E-02
-2.810324E-03,9.66797E-02
-2.810278E-03,-4.98047E-02
-2.810232E-03,-4.98047E-02
-2.810186E-03,4.78516E-02
-2.810140E-03,-9.76562E-04
-2.810094E-03,9.66797E-02
-2.810048E-03,-9.86328E-02
-2.810002E-03,-9.86328E-02
-2.809956E-03,4.78516E-02
-2.809910E-03,4.78516E-02
-2.809864E-03,-9.86328E-02
-2.809818E-03,9.66797E-02
-2.809772E-03,9.66797E-02
-2.809726E-03,9.66797E-02
-2.809680E-03,9.66797E-02
-2.809634E-03,4.78516E-02
-2.809588E-03,9.66797E-02
-2.809542E-03,-4.98047E-02
-2.809496E-03,-9.86328E-02
-2.809450E-03,9.66797E-02
-2.809404E-03,9.66797E-02
-2.809358E-03,-9.76562E-04
-2.809312E-03,-4.98047E-02
-2.809266E-03,-4.98047E-02
-2.809220E-03,9.66797E-02
-2.809174E-03,-9.76562E-04
-2.809128E-03,-4.98047E-02
-2.809082E-03,-9.86328E-02
-2.809036E-03,4.78516E-02
-2.808990E-03,9.66797E-02
-2.808944E-03,9.66797E-02
-2.808898E-03,-4.98047E-02
-2.808852E-03,9.66797E-02
-2.808806E-03,-9.86328E-02
-2.808760E-03,-9.76562E-04
-2.808714E-03,4.78516E-02
-2.808668E-03,-9.76562E-04
-2.808622E-03,1.45508E-01
-2.808576E-03,9.66797E-02
-2.808530E-03,-4.98047E-02
-2.808484E-03,4.78516E-02
-2.808438E-03,-9.76562E-04
-2.808392E-03,-9.86328E-02
-2.808346E-03,-4.98047E-02
-2.808300E-03,1.94336E-01
-2.808254E-03,9.66797E-02
-2.808208E-03,-4.98047E-02
-2.808162E-03,4.78516E-02
-2.808116E-03,9.66797E-02
-2.808070E-03,4.78516E-02
-2.808024E-03,-4.98047E-02
-2.807978E-03,4.78516E-02
-2.807932E-03,9.66797E-02
-2.807886E-03,4.78516E-02
-2.807840E-03,4.78516E-02
-2.807794E-03,-4.98047E-02
-2.807748E-03,9.66797E-02
-2.807702E-03,9.66797E-02
-2.807656E-03,-9.86328E-02
-2.807610E-03,-4.98047E-02
-2.807564E-03,9.66797E-02
-2.807518E-03,-4.98047E-02
-2.807472E-03,9.66797E-02
-2.807426E-03,1.45508E-01
